;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
First State Superannuation Scheme;Public offer;Public Sector;Government base;FSS Trustee Corporation;Other ownership type;Not for profit status;861 118;96 225 672;561 110;298 596;155;1 257;58 462 571;37 758 577;1 149;3 375;23 278;93 709;112 882;65 922;61 098;63 115;62 331;43 012;22 530;12 174;*;*;137 581;3 204 041;8 329 017;6 592 941;6 809 020;8 805 515;10 082 593;8 026 703;4 395 276;1 994 545;*;*;12 177;47 293;56 555;32 787;29 812;30 738;34 152;27 681;15 948;10 460;*;*;64 661;1 709 909;5 165 269;4 254 649;4 255 772;5 122 592;6 294 130;5 587 309;3 322 847;1 868 318;*;*
First Super;Public offer;Industry;Industry base;First Super Pty Limited;Nominating organisation ownership;Not for profit status;51 640;3 170 495;7 946;43 662;;32;417 227;2 753 143;;125;607;1 096;1 593;1 049;1 107;1 131;774;387;163;*;*;;2 201;20 733;59 819;55 745;70 647;82 467;63 836;39 172;17 384;*;*;;4 508;8 233;10 239;5 723;5 015;4 427;3 263;1 482;566;*;*;;24 326;201 374;523 656;403 961;484 329;501 642;373 751;162 419;58 303;*;*;
Future Super Fund;Public offer;Retail;General base;Diversa Trustees Limited;Financial services corporation ownership;For profit status;14 776;458 607;8 197;6 409;;170;235 978;219 939;;2 690;1 730;3 247;1 672;483;355;301;220;138;*;*;0;;4 425;63 884;71 332;26 036;19 390;21 844;13 884;11 231;*;*;0;;1 286;2 495;1 366;402;277;233;160;123;*;*;*;;3 157;49 347;71 394;25 282;19 371;22 088;14 101;10 460;*;*;*;
Goldman Sachs & JBWere Superannuation Fund;Non public offer;Corporate;Corporate base;BEST Superannuation Pty Ltd;Financial services corporation ownership;Not for profit status;1 828;495 024;747;1 081;;;160 001;335 023;;;24;123;260;152;82;50;20;*;*;*;*;;268;7 318;34 501;32 993;28 108;24 484;15 321;*;*;*;*;;33;187;374;186;132;82;40;*;*;*;*;;308;12 778;62 086;62 134;66 547;57 656;37 178;*;*;*;*;
Grosvenor Pirie Master Superannuation Fund Series 2;Public offer;Retail;General base;Diversa Trustees Limited;Financial services corporation ownership;For profit status;11 555;105 642;5 499;5 667;;389;58 910;46 528;;204;1 849;1 492;964;433;307;238;124;61;*;*;*;;1 959;10 999;18 700;9 414;7 644;4 782;2 067;664;*;*;*;;1 370;1 538;1 202;515;404;282;206;94;*;*;*;;1 243;8 422;14 875;6 908;7 134;3 387;2 300;450;*;*;*;
Grow Super SMA;Public offer;Retail;General base;Diversa Trustees Limited;Financial services corporation ownership;For profit status;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*
Guild Retirement Fund;Public offer;Retail;Industry base;Guild Trustee Services Pty. Limited;Financial services corporation ownership;For profit status;82 232;1 933 058;69 407;12 825;;;1 622 836;310 222;;;20 456;22 371;13 729;4 701;3 302;2 422;1 531;630;208;*;*;;92 867;434 050;463 830;201 410;157 320;135 521;87 348;38 820;9 270;*;*;;5 011;4 283;1 907;531;341;284;219;118;69;*;*;;18 077;78 877;98 112;35 903;25 962;22 875;19 761;6 247;2 437;*;*;
Health Employees Superannuation Trust Australia;Public offer;Industry;Industry base;H.E.S.T. Australia Ltd.;Nominating organisation ownership;Not for profit status;858 438;51 744 543;684 902;172 625;;911;40 546 836;11 147 853;;49 854;55 961;158 743;146 486;74 085;70 233;71 834;58 450;31 847;12 660;4 493;*;*;323 587;4 130 139;7 066 758;4 767 282;5 420 743;6 849 196;6 335 221;3 676 907;1 458 984;505 792;*;*;18 083;43 130;37 961;17 091;14 796;14 658;12 349;8 034;3 700;2 677;*;*;80 700;1 027 085;2 057 955;1 331 597;1 413 479;1 712 491;1 589 610;1 052 596;521 303;344 830;*;*
Heidelberg Australia Superannuation Fund;Non public offer;Retail;Corporate base;Towers Watson Superannuation Pty Ltd;Financial services corporation ownership;For profit status;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*
Holden Employees Superannuation Fund;Non public offer;Corporate;Corporate base;Holden Employees Superannuation Fund Pty Ltd;Financial services corporation ownership;Not for profit status;2 152;451 021;226;1 926;;;40 747;410 274;;;;*;41;64;58;27;25;*;*;;;;;*;6 228;10 487;7 208;5 747;6 677;*;*;;;;;*;355;452;403;409;188;*;*;*;;;;*;51 704;84 701;72 611;108 583;56 793;*;*;*;;
HOSTPLUS Superannuation Fund;Public offer;Industry;Industry base;Host-Plus Pty. Limited;Nominating organisation ownership;Not for profit status;1 193 243;44 680 088;612 812;551 719;;28 712;20 185 826;23 976 182;;518 080;137 531;211 192;126 284;46 125;34 144;28 195;17 603;7 946;2 940;822;*;*;547 341;4 294 378;5 513 682;2 593 299;2 203 369;2 169 931;1 550 328;852 796;338 462;119 066;*;*;121 298;197 421;118 578;39 705;27 205;21 237;14 358;7 547;3 142;1 157;*;*;456 871;4 418 492;7 034 224;3 394 575;2 750 257;2 490 451;1 843 587;1 008 357;409 016;165 163;*;*
HUB24 Super Fund;Public offer;Retail;General base;Diversa Trustees Limited;Financial services corporation ownership;For profit status;23 577;5 853 984;9 760;13 817;;;2 538 280;3 315 704;;;*;282;1 224;935;904;1 149;1 668;1 770;1 059;712;*;;*;17 634;130 380;137 474;178 141;295 332;524 563;644 990;354 290;227 940;*;;*;596;2 465;1 665;1 607;1 732;1 959;1 777;1 151;769;*;;*;45 391;288 646;280 176;309 761;440 288;652 969;618 409;410 303;250 322;*;
IAG & NRMA Superannuation Plan;Non public offer;Corporate;Corporate base;IAG & NRMA Superannuation Pty Ltd;Employer sponsor (non-public sector) ownership;Not for profit status;14 225;2 173 664;8 160;6 065;;;950 257;1 223 408;;;313;1 807;2 757;1 228;857;592;353;163;52;*;*;;3 231;77 493;264 221;183 086;161 796;128 138;78 128;38 262;12 023;*;*;;237;1 143;1 711;896;685;602;444;196;97;*;*;;2 189;46 780;204 700;184 711;202 315;243 829;191 812;93 908;35 426;*;*;
Incitec Pivot Employees Superannuation Fund;Non public offer;Retail;Corporate base;Towers Watson Superannuation Pty Ltd;Financial services corporation ownership;For profit status;883;200 998;206;677;;;28 722;172 276;;;*;39;68;26;25;30;*;*;;*;;;*;2 042;5 004;3 894;5 765;5 822;*;*;;*;;;*;58;172;118;95;120;*;*;*;*;;;*;3 800;25 813;21 452;26 997;41 607;*;*;*;*;;
ING Superannuation Fund;Public offer;Retail;General base;Diversa Trustees Limited;Financial services corporation ownership;For profit status;61 305;2 844 018;28 895;32 410;;;1 114 752;1 729 266;;;3 920;8 499;7 895;2 405;1 791;1 514;1 230;934;500;*;*;;16 825;146 276;296 303;119 113;103 232;117 079;107 505;108 568;66 760;*;*;;3 989;9 449;9 507;2 810;1 906;1 548;1 333;1 018;568;*;*;;19 708;217 200;514 071;225 043;173 456;170 767;152 371;146 828;64 918;*;*;
Intrust Super Fund;Public offer;Industry;Industry base;IS INDUSTRY FUND PTY LTD;Nominating organisation ownership;Not for profit status;120 554;2 785 270;64 184;56 370;;;1 322 773;1 462 497;;;13 442;21 828;14 623;5 148;3 534;2 902;1 690;703;218;60;*;*;41 905;265 211;352 317;185 372;154 927;148 588;104 467;49 931;16 043;3 870;*;*;11 058;20 028;12 834;4 775;3 112;2 151;1 392;626;272;81;;41;33 568;250 009;417 997;229 201;199 913;159 518;97 415;46 193;20 549;7 964;;170
IOOF Portfolio Service Superannuation Fund;Public offer;Retail;General base;I.O.O.F. Investment Management Limited;Financial services corporation ownership;For profit status;301 878;29 395 894;*;*;;*;*;16 770 366;;*;9 616;24 370;28 293;14 216;11 797;10 241;9 848;8 671;7 574;8 686;1 416;*;276 600;623 537;1 311 003;925 252;947 696;1 184 448;1 934 356;2 247 904;1 710 642;1 334 004;129 229;*;11 686;29 481;34 479;18 298;15 692;14 636;12 910;10 012;7 811;9 717;2 126;*;346 178;800 189;1 902 306;1 482 681;1 610 308;2 109 611;2 517 476;2 482 410;1 820 997;1 542 126;155 184;*
ISARF Superannuation Fund;Public offer;Retail;General base;Diversa Trustees Limited;Financial services corporation ownership;For profit status;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Itochu Australia Superannuation Plan;Non public offer;Retail;;Equity Trustees Superannuation Limited;Financial services corporation ownership;For profit status;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*
Jamestrong Packaging Australia Superannuation Fund;Non public offer;Retail;Corporate base;Towers Watson Superannuation Pty Ltd;Financial services corporation ownership;For profit status;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*
L&H Group Superannuation Fund;Public offer;Retail;Corporate base;Equity Trustees Superannuation Limited;Financial services corporation ownership;For profit status;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*
Labour Union Co-Operative Retirement Fund;Public offer;Industry;Industry base;L.U.C.R.F. Pty. Ltd.;Nominating organisation ownership;Not for profit status;131 621;6 655 783;*;*;*;*;*;4 807 718;*;*;5 242;9 431;8 689;4 474;4 479;4 202;3 434;1 833;697;*;*;;16 255;149 918;318 835;239 578;274 119;313 523;274 794;178 078;66 329;*;*;;11 414;21 730;19 859;9 311;8 620;7 583;5 771;3 029;1 246;*;*;;44 695;415 969;978 048;684 487;750 873;792 251;607 776;345 439;143 038;*;*;
legalsuper;Public offer;Industry;Industry base;Legal Super Pty Ltd;Nominating organisation ownership;Not for profit status;44 619;4 097 090;31 604;*;;*;2 483 825;*;;*;2 710;8 338;7 767;3 529;2 913;2 362;1 955;1 241;595;*;*;;14 683;271 062;577 774;341 763;327 444;320 539;302 629;198 671;100 454;*;*;;1 215;3 294;2 837;1 308;1 057;925;970;758;419;*;*;;5 069;100 935;260 260;173 456;186 320;204 554;252 844;205 042;120 316;*;*;
LESF Super;Public offer;Retail;General base;Diversa Trustees Limited;Financial services corporation ownership;For profit status;28 555;226 019;*;*;;*;*;109 669;;*;2 107;4 781;3 179;1 158;757;557;309;110;*;*;*;;4 285;27 891;31 206;15 791;10 983;10 328;8 757;3 007;*;*;*;;1 461;4 900;4 542;1 814;1 231;968;465;137;*;*;*;;2 100;22 846;29 874;16 636;13 284;12 269;7 221;3 729;*;*;*;
LGIAsuper;Public offer;Public Sector;Government base;LGIAsuper Trustee;Public sector organisation ownership;Not for profit status;81 610;12 272 971;32 262;49 348;;;3 961 688;8 311 283;;;2 239;5 712;7 461;4 371;3 694;3 349;2 685;1 522;806;403;20;;20 420;317 913;785 812;627 513;597 427;588 820;502 333;299 078;152 076;68 132;2 164;;2 527;6 988;9 305;6 020;5 917;6 480;5 704;3 611;1 713;1 011;72;;27 469;378 814;1 080 668;991 634;1 244 159;1 661 951;1 455 681;883 426;393 088;186 146;8 247;
Lifefocus Superannuation Fund;Public offer;Retail;General base;CCSL Limited;Financial services corporation ownership;For profit status;3 703;460 779;1 671;2 032;;;211 543;249 236;;;*;*;121;77;132;122;205;261;295;315;*;;*;*;3 720;2 793;7 383;15 088;35 958;59 310;47 700;36 162;*;;*;*;184;114;151;185;279;319;275;370;74;;*;*;4 420;4 653;13 564;26 074;47 114;67 263;42 661;39 835;2 912;
Linfox Staff Superannuation Fund;Non public offer;Retail;Corporate base;Towers Watson Superannuation Pty Ltd;Financial services corporation ownership;For profit status;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*
Local Authorities Superannuation Fund;Public offer;Public Sector;Government base;Vision Super Pty Ltd;Other ownership type;Not for profit status;100 287;9 804 558;56 371;*;*;;4 412 778;*;*;;3 555;7 662;10 678;6 822;6 765;6 714;5 683;3 838;2 158;1 438;1 058;;11 217;184 148;591 911;514 318;594 745;755 926;772 066;576 171;279 649;111 730;20 897;;3 363;6 558;6 936;4 278;4 655;5 190;4 907;3 758;2 350;1 488;430;;11 255;161 472;518 314;472 926;665 236;974 695;1 111 408;832 230;443 796;184 465;15 847;
Local Government Super;Public offer;Public Sector;Government base;LGSS Pty Limited;Nominating organisation ownership;Not for profit status;88 409;11 923 468;39 851;48 558;;;3 854 903;8 068 565;;;3 320;6 115;8 299;5 079;4 483;4 365;3 760;2 538;1 265;*;*;;19 115;188 835;525 364;457 765;491 519;609 408;672 485;543 990;252 766;*;*;;3 214;6 489;7 764;5 097;5 555;6 501;6 136;4 319;2 297;*;*;;22 256;237 194;648 656;636 420;1 057 760;1 814 411;1 942 427;1 024 222;487 474;*;*;
Lutheran Super;Non public offer;Corporate;Corporate base;LCA NOMINEES PTY. LTD.;Financial services corporation ownership;Not for profit status;6 403;563 940;4 436;1 967;;;321 505;242 435;;;155;584;1 058;635;599;570;479;229;*;*;;;664;16 734;54 858;43 677;48 129;58 448;59 655;27 050;*;*;;;109;205;334;235;220;246;295;201;*;*;;;330;5 861;26 934;29 291;35 441;45 188;51 112;31 632;*;*;;
Macquarie ADF Superannuation Fund;Public offer;Retail;General base;Macquarie Investment Management Ltd;Financial services corporation ownership;For profit status;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*
Macquarie Superannuation Plan;Public offer;Retail;General base;Macquarie Investment Management Ltd;Financial services corporation ownership;For profit status;85 920;22 469 036;40 139;45 781;;;10 003 350;12 465 686;;;165;2 005;6 039;3 908;3 615;4 520;5 355;5 225;4 302;4 363;642;;6 899;110 534;585 219;562 035;683 914;1 241 384;1 865 576;2 038 503;1 570 685;1 219 504;119 097;;181;2 454;7 362;4 885;4 351;5 189;6 381;5 378;4 256;4 411;933;;20 573;155 766;968 018;901 680;1 080 633;1 808 947;2 429 158;2 107 457;1 635 865;1 215 710;141 879;
Macquarie University Professorial Superannuation Scheme;Non public offer;Retail;Corporate base;Diversa Trustees Limited;Financial services corporation ownership;For profit status;22;10 227;*;*;;;*;*;;;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*
Manildra Flour Mills Retirement Fund;Non public offer;Corporate;Corporate base;Manildra Flour Mills Retirement Fund Pty Limited;Employer sponsor (non-public sector) ownership;Not for profit status;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*
Map Superannuation Plan;Public offer;Retail;General base;Diversa Trustees Limited;Financial services corporation ownership;For profit status;21 238;777 926;*;*;;*;*;469 043;;*;409;1 932;2 307;1 147;942;834;566;332;145;79;*;;1 620;22 566;51 114;36 448;33 086;38 781;44 380;35 058;23 521;17 579;*;;590;3 127;3 483;1 589;1 245;1 017;759;421;172;90;*;;2 681;42 752;97 721;58 023;60 753;55 679;61 911;39 585;23 432;21 233;*;
Maritime Super;Public offer;Industry;Industry base;Maritime Super Pty Limited;Financial services corporation ownership;Not for profit status;26 504;5 617 228;4 783;21 721;;0;689 882;4 927 205;;141;*;496;841;548;523;479;484;484;437;298;*;;*;22 378;76 404;62 685;66 824;71 695;114 946;134 681;91 251;45 829;*;;*;2 447;4 236;2 878;2 805;2 804;2 170;1 606;1 155;944;*;;*;195 973;690 210;660 977;774 699;875 870;667 099;497 169;349 712;200 085;*;
Mason Stevens Super;Public offer;Retail;General base;Diversa Trustees Limited;Financial services corporation ownership;For profit status;554;155 187;256;298;;;76 083;79 104;;;*;31;33;28;*;30;32;46;26;*;;;*;2 048;3 745;4 890;*;11 117;15 956;15 114;15 812;*;;;;38;53;32;*;28;28;40;36;*;*;;;2 867;6 524;7 069;*;10 709;9 266;16 659;12 386;*;*;
Max Super Fund;Public offer;Retail;General base;Tidswell Financial Services Ltd;Financial services corporation ownership;For profit status;4 660;97 816;2 039;2 621;;;40 877;56 939;;;123;630;590;254;221;135;54;*;*;*;;;388;7 482;12 565;6 381;7 667;3 685;2 284;*;*;*;;;97;707;838;375;260;168;105;*;*;*;*;;186;7 400;19 873;11 845;6 871;5 922;2 908;*;*;*;*;
Meat Industry Employees Superannuation Fund;Non public offer;Industry;Industry base;Meat Industry Employees Superannuation Fund Pty. Ltd.;Nominating organisation ownership;Not for profit status;21 796;876 851;5 094;16 702;;;152 813;724 038;;;613;1 507;979;552;561;446;249;130;34;23;;;1 864;12 760;22 930;19 361;26 615;29 009;20 262;13 778;3 318;2 916;;;2 102;5 006;3 698;1 809;1 414;1 137;857;433;148;*;*;;8 647;68 317;144 962;106 663;106 248;108 103;97 273;52 325;17 130;*;*;
Media Super;Public offer;Industry;General base;Media Super Limited;Nominating organisation ownership;Not for profit status;77 796;5 986 492;31 415;46 381;;;1 998 942;3 987 550;;;3 203;5 639;7 859;4 435;3 638;2 927;1 931;1 021;525;*;*;;9 525;122 723;414 595;338 139;339 052;321 940;220 545;133 314;74 082;*;*;;4 242;7 168;10 181;6 193;5 724;5 301;3 723;2 295;1 037;*;*;;10 692;150 637;667 647;612 468;721 290;763 263;523 842;336 715;136 348;*;*;
Mercer Portfolio Service Superannuation Plan;Public offer;Retail;General base;Mercer Superannuation (Australia) Limited;Financial services corporation ownership;For profit status;6 364;2 088 306;2 728;3 636;;;765 189;1 323 117;;;;*;*;*;96;162;365;516;629;837;51;;;*;*;*;13 347;46 498;137 339;207 586;183 714;160 904;8 700;;;*;*;*;89;203;538;715;767;1 155;125;;;*;*;*;25 994;81 926;271 655;323 768;310 728;282 571;16 704;
Mercer Super Trust;Public offer;Retail;Corporate base;Mercer Superannuation (Australia) Limited;Financial services corporation ownership;For profit status;249 056;24 576 473;100 628;148 352;;76;6 678 724;17 897 668;;81;4 617;23 340;33 243;14 513;10 219;7 040;3 985;1 790;908;673;300;;22 038;509 225;1 778 846;1 224 954;1 102 052;949 872;584 819;286 611;127 486;84 641;8 180;;5 628;28 445;43 301;22 116;17 718;14 727;9 032;3 977;1 797;1 277;334;;29 864;747 535;3 225 283;2 939 242;3 217 627;3 684 197;2 338 509;996 995;469 862;230 790;17 764;
Mercy Super;Non public offer;Corporate;Corporate base;Mercy Super Pty Ltd;Employer sponsor (non-public sector) ownership;Not for profit status;13 659;1 392 536;10 479;3 180;;;995 154;397 382;;;596;2 474;2 771;1 242;1 084;1 048;741;334;131;*;*;;5 182;102 164;215 001;130 798;145 128;166 396;123 041;68 662;25 153;*;*;;182;632;827;446;370;295;213;124;69;*;*;;1 376;21 651;66 085;61 157;59 980;65 435;58 702;30 763;28 756;*;*;
Military Superannuation & Benefits Fund No 1;Non public offer;Public Sector;Government base;Commonwealth Superannuation Corporation;Public sector organisation ownership;Not for profit status;179 862;0;33 370;146 492;;;0;0;;;1 909;8 352;9 905;5 966;4 301;2 000;577;186;96;*;*;;0;0;0;0;0;0;0;0;0;*;*;;7 499;43 471;45 294;23 266;14 307;7 369;3 087;1 047;700;*;*;;0;0;0;0;0;0;0;0;0;*;*;
Mine Superannuation Fund;Public offer;Industry;Industry base;AUSCOAL Superannuation Pty Ltd;Nominating organisation ownership;Not for profit status;63 488;10 919 880;*;*;*;*;*;9 552 598;*;*;495;1 827;2 240;1 143;986;1 016;1 119;1 165;647;*;*;;6 021;101 200;170 029;106 663;98 946;138 626;254 867;314 651;130 713;*;*;;1 872;8 332;13 153;6 654;5 815;5 887;5 029;3 205;1 687;*;*;;32 380;717 764;1 859 686;1 187 477;1 268 011;1 602 934;1 404 112;882 849;421 430;*;*;
MLC Super Fund;Public offer;Retail;General base;Nulis Nominees (Australia) Limited;Financial services corporation ownership;For profit status;1 180 621;80 437 352;472 903;707 153;;565;26 601 326;53 830 751;;5 275;39 836;103 456;115 392;58 625;47 648;38 778;26 533;15 828;11 714;12 682;*;*;150 545;1 897 126;5 085 618;3 625 438;3 419 374;3 276 063;2 815 572;2 553 609;1 994 476;1 612 735;*;*;47 955;138 568;167 810;88 497;78 847;72 338;52 684;25 333;15 203;15 810;4 108;;191 080;3 018 976;9 405 830;7 470 125;8 332 513;8 966 426;6 972 562;4 178 789;2 855 496;2 172 732;266 222;
MLC Superannuation Fund;Public offer;Retail;General base;Nulis Nominees (Australia) Limited;Financial services corporation ownership;For profit status;87 810;20 732 888;39 734;48 076;;;9 032 607;11 700 281;;;29;719;2 955;2 381;2 596;3 454;5 590;7 154;6 748;7 195;913;;899;47 852;271 740;302 667;466 791;970 599;1 829 080;2 137 976;1 633 614;1 271 367;100 022;;37;930;3 905;3 071;3 414;4 643;6 949;8 052;7 353;8 256;1 466;;4 002;67 209;455 868;502 597;735 431;1 395 562;2 431 310;2 516 551;1 924 733;1 514 555;152 463;
MTAA Superannuation Fund;Public offer;Industry;Industry base;Motor Trades Association of Australia Superannuation Fund Pty. Limited;Employer sponsor (non-public sector) ownership;Not for profit status;204 702;12 364 432;*;*;;*;*;10 201 054;;*;4 932;8 403;9 413;5 212;4 478;3 861;2 525;1 410;691;*;*;;22 659;202 286;439 854;313 267;318 682;310 629;230 754;165 441;108 855;*;*;;24 411;41 121;37 288;18 856;14 804;11 778;8 155;4 209;1 970;*;*;*;170 483;1 385 204;2 492 337;1 626 184;1 442 915;1 294 715;929 101;481 566;249 836;*;*;*
Munich Holdings of Australasia Pty Ltd Superannuation Scheme;Non public offer;Retail;Corporate base;Towers Watson Superannuation Pty Ltd;Financial services corporation ownership;For profit status;185;51 376;90;95;;;17 026;34 350;;;*;*;28;*;*;*;*;*;*;*;*;;*;*;3 059;*;*;*;*;*;*;*;*;;;*;28;*;*;*;*;*;*;*;*;;;*;4 199;*;*;*;*;*;*;*;*;
MyLifeMyMoney Superannuation Fund;Public offer;Industry;Industry base;CSF Pty Limited;Other ownership type;Not for profit status;75 648;9 889 121;50 880;24 768;;;6 260 905;3 628 216;;;2 632;6 825;8 854;5 615;5 929;6 301;6 265;4 757;2 603;1 071;28;;10 646;196 760;549 837;531 068;784 738;1 088 983;1 287 164;1 043 001;555 405;209 302;4 001;;1 858;3 368;4 102;2 425;2 609;2 732;2 982;2 346;1 495;798;53;;5 951;84 239;289 580;268 131;433 121;624 485;836 289;576 303;341 276;160 962;7 879;
National Mutual Pro-Super Fund;Public offer;Retail;General base;N. M. Superannuation Proprietary Limited;Financial services corporation ownership;For profit status;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*
National Mutual Retirement Fund;Public offer;Retail;General base;N. M. Superannuation Proprietary Limited;Financial services corporation ownership;For profit status;64 746;2 022 389;18 199;46 547;;;476 650;1 545 739;;;;;218;2 194;5 127;5 136;3 463;1 311;536;*;*;;;;3 460;38 243;110 775;138 808;108 627;46 877;20 709;*;*;;;*;476;4 546;10 501;13 707;11 057;4 042;1 523;*;*;*;;*;9 902;106 565;303 753;466 020;409 368;158 937;62 222;*;*;*
NESS Super;Public offer;Industry;Industry base;NESS Super Pty Ltd;Nominating organisation ownership;Not for profit status;13 360;820 394;832;12 528;;;46 509;773 885;;;96;144;206;121;81;86;47;*;*;*;;;394;3 414;9 550;6 955;5 963;7 841;4 764;*;*;*;;;2 640;3 613;2 617;1 159;847;819;529;*;*;*;;*;18 794;144 398;204 740;105 213;94 850;102 386;66 960;*;*;*;;*
Netwealth Superannuation Master Fund;Public offer;Retail;General base;Netwealth Investments Limited;Financial services corporation ownership;For profit status;54 144;9 771 995;23 662;30 482;;;4 190 493;5 581 502;;;254;2 119;4 458;2 600;2 314;2 755;3 159;2 631;1 835;1 413;124;;5 097;95 274;344 033;292 065;344 082;542 455;842 523;799 806;526 627;374 043;24 488;;322;3 010;6 188;3 648;3 197;3 598;3 753;3 144;1 954;1 494;174;;4 676;158 519;607 696;511 618;567 653;835 938;1 001 467;909 649;571 322;381 929;31 035;
NGS Super;Public offer;Industry;Industry base;NGS Super Pty Limited;Financial services corporation ownership;Not for profit status;117 824;11 324 657;83 523;34 301;;;7 328 199;3 996 458;;;6 556;12 677;18 380;10 907;9 689;9 336;7 675;5 037;2 397;*;*;;23 853;355 931;1 092 663;880 145;989 512;1 248 482;1 242 457;916 861;439 578;*;*;;4 755;5 467;6 375;3 543;3 133;3 307;3 286;2 439;1 378;*;*;;13 622;156 150;545 940;451 428;510 820;664 410;769 560;521 141;262 480;*;*;
Nissan Superannuation Plan;Non public offer;Retail;Corporate base;Towers Watson Superannuation Pty Ltd;Financial services corporation ownership;For profit status;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*
Oasis Superannuation Master Trust;Public offer;Retail;General base;Oasis Fund Management Limited;Financial services corporation ownership;For profit status;28 033;4 509 049;12 173;15 860;;;1 898 030;2 611 019;;;38;566;1 575;1 380;1 363;1 384;1 443;1 422;1 502;1 358;142;;418;16 605;90 876;116 909;149 047;224 630;303 330;403 291;334 965;243 967;13 992;;38;745;2 013;1 788;1 920;2 088;2 089;1 831;1 601;1 582;165;;7 122;29 411;154 809;194 112;259 698;361 523;467 196;474 924;364 254;282 482;15 488;
OnePath Masterfund;Public offer;Retail;General base;OnePath Custodians Pty Limited;Financial services corporation ownership;For profit status;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Oracle Superannuation Plan;Non public offer;Retail;Corporate base;Towers Watson Superannuation Pty Ltd;Financial services corporation ownership;For profit status;2 468;318 830;*;*;;*;*;238 141;;*;*;126;252;141;81;67;20;*;*;;;;*;3 821;18 416;18 734;17 500;15 290;4 764;*;*;;;;*;226;650;362;250;168;75;*;*;*;;;*;6 935;51 765;55 788;52 756;43 695;22 509;*;*;*;;
Perpetual Super Wrap;Public offer;Retail;General base;Perpetual Superannuation Limited;Financial services corporation ownership;For profit status;1 410;1 551 453;677;733;;;642 277;909 176;;;43;42;62;*;45;62;99;99;92;82;*;;177 390;103 933;31 260;*;30 683;35 873;56 930;64 807;62 946;41 975;*;;65;81;79;*;48;76;85;101;75;66;*;;270 920;180 779;86 494;*;31 779;64 282;63 328;75 918;52 546;38 376;*;
Perpetual WealthFocus Superannuation Fund;Public offer;Retail;General base;Perpetual Superannuation Limited;Financial services corporation ownership;For profit status;14 589;1 826 396;6 911;7 678;;;782 160;1 044 236;;;25;212;901;784;835;782;682;631;734;1 199;126;;464;12 249;68 784;72 640;92 216;100 233;100 505;104 847;103 814;117 977;8 431;;33;286;966;834;877;996;807;731;676;1 205;267;;408;17 009;102 976;110 729;129 520;167 578;137 481;133 639;100 100;128 491;16 305;
